file_path,file_name,size_gb,size_bytes,modified_time,drive
P:\20251204_gly\before_gly\2025.12.04-13.08.08-Rec-.cmtr,2025.12.04-13.08.08-Rec-.cmtr,24.53,26341851016,2025-12-14 02:29:17,P:
P:\20251204_gly\gly\2025.12.04-12.34.01-Rec-.cmtr,2025.12.04-12.34.01-Rec-.cmtr,24.5,26308699180,2025-12-13 12:10:53,P:
R:\20250212\2025.02.12-15.58.41-Rec-.cmtr,2025.02.12-15.58.41-Rec-.cmtr,24.43,26236447952,2025-04-28 17:28:44,R:
Q:\20240521\2024.05.21-13.34.04-Rec-.cmtr,2024.05.21-13.34.04-Rec-.cmtr,24.41,26214248620,2024-05-24 09:33:38,Q:
R:\20240910\2024.09.10-10.12.45-Rec-.cmtr,2024.09.10-10.12.45-Rec-.cmtr,24.39,26189482632,2024-09-12 05:14:54,R:
R:\20241218_MFA\set6_withoutipRGC\2024.12.18-11.05.03-Rec-.cmtr,2024.12.18-11.05.03-Rec-.cmtr,24.38,26181960344,2024-12-21 06:49:50,R:
R:\20250305\set6\2025.03.05-10.34.34-Rec-.cmtr,2025.03.05-10.34.34-Rec-.cmtr,24.37,26171116104,2025-06-01 07:13:23,R:
R:\20250217_JHU\2025.02.17-15.47.13-Rec-.cmtr,2025.02.17-15.47.13-Rec-.cmtr,24.29,26086238036,2025-03-13 00:20:48,R:
M:\JHU2025_data_backup_to_be_deleted\20250217_JHU\2025.02.17-15.47.13-Rec-.cmtr,2025.02.17-15.47.13-Rec-.cmtr,24.29,26086238036,2025-03-13 00:20:48,M:
R:\20240904\2024.09.04-15.22.08-Rec-.cmtr,2024.09.04-15.22.08-Rec-.cmtr,24.22,26006728480,2024-09-07 07:23:23,R:
P:\20251119_gaba\gaba\2025.11.19-10.14.07-Rec-.cmtr,2025.11.19-10.14.07-Rec-.cmtr,24.13,25910321060,2025-11-23 15:16:39,P:
O:\20250904_gaba_gly\before_gaba_gly\2025.09.04-11.27.57-Rec-.cmtr,2025.09.04-11.27.57-Rec-.cmtr,24.11,25883392868,2025-09-05 09:03:41,O:
R:\20250129_Rd\set6_without_ipRGC\2025.01.29-13.42.51-Rec-.cmtr,2025.01.29-13.42.51-Rec-.cmtr,24.09,25871576112,2025-02-08 08:20:45,R:
R:\20240917\2024.09.17-14.39.53-Rec-.cmtr,2024.09.17-14.39.53-Rec-.cmtr,24.09,25868947276,2024-09-26 08:16:08,R:
P:\20251120_gaba\before_gaba\2025.11.20-12.38.11-Rec-.cmtr,2025.11.20-12.38.11-Rec-.cmtr,24.06,25839384476,2025-12-03 08:48:06,P:
R:\20250204\set6\2025.02.04-16.01.14-Rec-.cmtr,2025.02.04-16.01.14-Rec-.cmtr,23.85,25612011500,2025-02-20 23:16:33,R:
O:\20250527_Jason\2025.05.27-13.00.39-Rec-.cmtr,2025.05.27-13.00.39-Rec-.cmtr,23.84,25603106212,2025-05-29 12:18:01,O:
Q:\20240307\2024.03.07-12.33.58-Rec-.cmtr,2024.03.07-12.33.58-Rec-.cmtr,23.79,25546856892,2024-04-03 11:22:00,Q:
Q:\20240618\2024.06.18-11.16.04-Rec-.cmtr,2024.06.18-11.16.04-Rec-.cmtr,23.75,25502858796,2024-06-21 19:51:20,Q:
P:\20251202_gly\gly\2025.12.02-15.32.02-Rec-.cmtr,2025.12.02-15.32.02-Rec-.cmtr,23.71,25455002432,2025-12-07 07:18:34,P:
L:\20230810_Vglu\2023.08.10-11.32.51-Rec-.cmtr,2023.08.10-11.32.51-Rec-.cmtr,23.63,25375901176,2023-09-05 12:27:58,L:
P:\20251120_gaba\before_gaba\2025.11.20-10.46.46-Rec-.cmtr,2025.11.20-10.46.46-Rec-.cmtr,23.61,25346259136,2025-11-26 18:50:42,P:
P:\20251125_gaba\before_gaba\2025.11.25-13.02.36-Rec-.cmtr,2025.11.25-13.02.36-Rec-.cmtr,23.59,25334434064,2025-12-03 08:47:05,P:
O:\20250916_gaba_gly\before_gaba_gly\2025.09.16-14.23.27-Rec-.cmtr,2025.09.16-14.23.27-Rec-.cmtr,23.53,25266823864,2025-09-21 17:01:40,O:
Q:\20240807_Vglu\2024.08.07-11.36.05-Rec-.cmtr,2024.08.07-11.36.05-Rec-.cmtr,23.33,25055463304,2024-08-08 04:37:14,Q:
Q:\20240514_Rd\2024.05.14-13.24.45-Rec-.cmtr,2024.05.14-13.24.45-Rec-.cmtr,23.31,25028230040,2024-05-18 18:32:32,Q:
M:\20240228_protocol_test\2024.02.28-13.13.59-Rec-.cmtr,2024.02.28-13.13.59-Rec-.cmtr,23.29,25009438100,2024-03-03 08:34:26,M:
P:\20251119_gaba\before_gaba\2025.11.19-13.39.12-Rec-.cmtr,2025.11.19-13.39.12-Rec-.cmtr,23.25,24964784448,2025-12-02 04:39:22,P:
Q:\20240522\2024.05.22-10.50.51-Rec-.cmtr,2024.05.22-10.50.51-Rec-.cmtr,23.12,24830197408,2024-05-28 10:38:59,Q:
R:\20250227_Rd\2025.02.27-12.21.01-Rec-.cmtr,2025.02.27-12.21.01-Rec-.cmtr,23.08,24785860468,2025-03-05 07:31:47,R:
O:\20250905_gaba_gly\before_gaba_gly\2025.09.05-12.32.10-Rec-.cmtr,2025.09.05-12.32.10-Rec-.cmtr,23.07,24771934264,2025-09-06 11:40:29,O:
O:\20250422\2025.04.22-15.17.20-Rec-.cmtr,2025.04.22-15.17.20-Rec-.cmtr,23.06,24763940004,2025-07-01 19:58:52,O:
O:\20251001_HttrB_agonist\2025.10.01-16.03.04-Rec-.cmtr,2025.10.01-16.03.04-Rec-.cmtr,23.06,24761127016,2025-10-06 17:56:58,O:
O:\20250415\2025.04.22-15.17.20-Rec-.cmtr,2025.04.22-15.17.20-Rec-.cmtr,23.06,24760458156,2025-07-08 17:12:49,O:
M:\20240216_protocol_test\2024.02.16-12.50.59-Rec-.cmtr,2024.02.16-12.50.59-Rec-.cmtr,23.04,24735761144,2024-02-17 05:49:36,M:
P:\20251118_gaba\before_gaba\2025.11.18-10.04.39-Rec-.cmtr,2025.11.18-10.04.39-Rec-.cmtr,22.93,24625079228,2025-11-27 06:15:23,P:
O:\20251001_HttrB_agonist\2025.10.01-15.43.02-Rec-.cmtr,2025.10.01-15.43.02-Rec-.cmtr,22.92,24610796992,2025-10-07 02:53:55,O:
O:\20250327_Rd\white_noise_5Hz\2025.03.27-14.14.04-Rec-.cmtr,2025.03.27-14.14.04-Rec-.cmtr,22.81,24495664468,2025-03-31 00:10:38,O:
O:\20250422\2025.04.22-14.32.11-Rec-.cmtr,2025.04.22-14.32.11-Rec-.cmtr,22.77,24445702672,2025-07-08 04:22:16,O:
R:\20250305\image001-1200\2025.03.05-14.50.23-Rec-.cmtr,2025.03.05-14.50.23-Rec-.cmtr,22.76,24435302204,2025-03-26 16:38:24,R:
P:\20251210_gly\2025.12.10-14.24.32-Rec-.cmtr,2025.12.10-14.24.32-Rec-.cmtr,22.7,24371188172,2025-12-17 22:23:24,P:
Q:\20240712_ipRGC\2024.07.12-10.36.55-Rec-.cmtr,2024.07.12-10.36.55-Rec-.cmtr,22.69,24358130144,2024-07-13 15:29:20,Q:
P:\20251022_low_glucose\2025.10.22-14.49.34-Rec-.cmtr,2025.10.22-14.49.34-Rec-.cmtr,22.66,24326828368,2025-10-27 15:03:17,P:
O:\20250917_gaba_gly\before_gaba_gly\2025.09.17-10.39.19-Rec-.cmtr,2025.09.17-10.39.19-Rec-.cmtr,22.59,24252303960,2025-09-22 17:59:54,O:
R:\20241218_MFA\set6_withoutipRGC\2024.12.18-12.18.53-Rec-.cmtr,2024.12.18-12.18.53-Rec-.cmtr,22.47,24129182452,2024-12-22 02:16:48,R:
P:\20251118_gaba\gaba\2025.11.18-12.15.39-Rec-.cmtr,2025.11.18-12.15.39-Rec-.cmtr,22.47,24125112532,2025-11-22 15:01:13,P:
P:\20251010_low_glucose\2025.10.10-15.42.56-Rec-.cmtr,2025.10.10-15.42.56-Rec-.cmtr,22.47,24124267628,2025-10-15 20:04:38,P:
R:\20250114_Rd\2025.01.14-13.38.42-Rec-.cmtr,2025.01.14-13.38.42-Rec-.cmtr,22.45,24107279684,2025-01-16 11:49:13,R:
O:\20250401_Rd\set8\2025.04.01-10.14.30-Rec-.cmtr,2025.04.01-10.14.30-Rec-.cmtr,22.38,24034389636,2025-04-02 07:45:14,O:
Q:\20240403\2024.04.03-15.11.47-Rec-.cmtr,2024.04.03-15.11.47-Rec-.cmtr,22.36,24006333436,2024-04-18 07:21:41,Q:
R:\20240906\2024.09.06-12.49.12-Rec-.cmtr,2024.09.06-12.49.12-Rec-.cmtr,22.3,23942804536,2024-09-10 13:34:20,R:
O:\20250516_Jason\2025.05.16-12.09.17-Rec-.cmtr,2025.05.16-12.09.17-Rec-.cmtr,22.29,23932314652,2025-05-17 04:43:04,O:
Q:\20240530\steps\2024.05.30-13.46.22-Rec-.cmtr,2024.05.30-13.46.22-Rec-.cmtr,22.28,23922379532,2024-06-02 06:44:24,Q:
L:\20230815_REST\2023.08.15-14.41.09-Rec-.cmtr,2023.08.15-14.41.09-Rec-.cmtr,22.28,23921434312,2023-08-24 15:29:55,L:
Q:\20240530\steps\2024.05.30-12.45.39-Rec-.cmtr,2024.05.30-12.45.39-Rec-.cmtr,22.26,23900280148,2024-06-04 10:15:28,Q:
P:\20251113_gaba\gaba\2025.11.13-12.34.42-Rec-.cmtr,2025.11.13-12.34.42-Rec-.cmtr,22.26,23899622212,2025-11-26 15:41:24,P:
P:\20251119_gaba\before_gaba\2025.11.19-10.49.35-Rec-.cmtr,2025.11.19-10.49.35-Rec-.cmtr,22.24,23875476820,2025-11-24 03:57:10,P:
O:\20250516_Jason\2025.05.16-12.20.36-Rec-.cmtr,2025.05.16-12.20.36-Rec-.cmtr,22.22,23858057128,2025-05-19 21:41:33,O:
P:\20251007_low_glucose_control\2025.10.07-14.27.14-Rec-.cmtr,2025.10.07-14.27.14-Rec-.cmtr,22.2,23841854216,2025-10-15 19:38:25,P:
O:\20250523_Jason\2025.05.23-12.18.56-Rec-.cmtr,2025.05.23-12.18.56-Rec-.cmtr,22.2,23839642948,2025-05-27 21:47:13,O:
P:\20251209_gly\2025.12.09-15.46.20-Rec-.cmtr,2025.12.09-15.46.20-Rec-.cmtr,22.2,23832977144,2025-12-18 20:05:12,P:
O:\20251001_HttrB_agonist\2025.10.01-11.05.49-Rec-.cmtr,2025.10.01-11.05.49-Rec-.cmtr,22.17,23809104424,2025-10-03 09:11:28,O:
L:\20230911_wt\2023.09.11-12.47.48-Rec-.cmtr,2023.09.11-12.47.48-Rec-.cmtr,22.14,23768985644,2023-10-14 04:57:56,L:
R:\20250306\set6\2025.03.06-13.17.43-Rec-.cmtr,2025.03.06-13.17.43-Rec-.cmtr,22.11,23743923176,2025-06-14 21:43:15,R:
R:\20240910\2024.09.10-12.21.16-Rec-.cmtr,2024.09.10-12.21.16-Rec-.cmtr,22.11,23743684692,2024-09-12 16:43:00,R:
O:\20250407_Rd\2025.04.07-11.17.33-Rec-.cmtr,2025.04.07-11.17.33-Rec-.cmtr,22.11,23739076728,2025-04-17 15:32:51,O:
O:\20250917_gaba_gly\before_gaba_gly\2025.09.17-13.21.00-Rec-.cmtr,2025.09.17-13.21.00-Rec-.cmtr,22.08,23712434148,2025-09-28 17:31:35,O:
P:\20251002_HttrB_antagonist\2025.10.02-15.00.44-Rec-.cmtr,2025.10.02-15.00.44-Rec-.cmtr,22.02,23644540584,2025-11-01 21:45:46,P:
R:\20250214_JHU\2025.02.14-16.22.31-Rec-.cmtr,2025.02.14-16.22.31-Rec-.cmtr,22.0,23618287268,2025-02-27 02:01:14,R:
M:\JHU2025_data_backup_to_be_deleted\20250214_JHU\2025.02.14-16.22.31-Rec-.cmtr,2025.02.14-16.22.31-Rec-.cmtr,22.0,23618287268,2025-02-27 02:01:14,M:
L:\20230821_NIH_tripleKO\2023.08.21-13.08.54-Rec-.cmtr,2023.08.21-13.08.54-Rec-.cmtr,21.99,23611307736,2023-08-29 22:41:40,L:
O:\20250904_gaba_gly\Other\2025.09.04-11.27.57-Rec- (2).cmtr,2025.09.04-11.27.57-Rec- (2).cmtr,21.99,23610859972,2025-09-06 06:51:36,O:
M:\20231030_WT_AAV_opn4\2023.10.30-10.37.51-Rec-.cmtr,2023.10.30-10.37.51-Rec-.cmtr,21.92,23533310764,2023-11-08 15:55:31,M:
L:\20230609_NIH_SingleKO\2023.06.09-11.46.22-Rec-.cmtr,2023.06.09-11.46.22-Rec-.cmtr,21.9,23512089228,2023-06-29 19:04:04,L:
P:\20251204_gly\before_gly\2025.12.04-11.05.34-Rec-.cmtr,2025.12.04-11.05.34-Rec-.cmtr,21.87,23480588672,2025-12-11 04:59:00,P:
M:\20240216_protocol_test\2024.02.16-14.22.53-Rec-.cmtr,2024.02.16-14.22.53-Rec-.cmtr,21.87,23478744476,2024-02-24 23:52:20,M:
Q:\20240611\2024.06.11-12.06.21-Rec-.cmtr,2024.06.11-12.06.21-Rec-.cmtr,21.85,23461421676,2024-06-13 22:09:16,Q:
L:\20230911_wt\2023.09.11-11.46.05-Rec-.cmtr,2023.09.11-11.46.05-Rec-.cmtr,21.83,23437495272,2023-10-12 09:53:10,L:
R:\20240918\2024.09.18-11.39.18-Rec-.cmtr,2024.09.18-11.39.18-Rec-.cmtr,21.8,23410485612,2024-09-29 00:38:20,R:
Q:\20240523\2024.05.23-14.26.39-Rec-.cmtr,2024.05.23-14.26.39-Rec-.cmtr,21.77,23372560848,2024-06-01 01:18:08,Q:
P:\20251204_gly\before_gly\2025.12.04-12.10.15-Rec-.cmtr,2025.12.04-12.10.15-Rec-.cmtr,21.75,23358409544,2025-12-10 09:44:50,P:
R:\20250227_Rd\set8_1\2025.02.27-10.25.13-Rec-.cmtr,2025.02.27-10.25.13-Rec-.cmtr,21.73,23336274868,2025-03-03 22:26:22,R:
L:\20230425_Rd\2023.04.25-13.45.13-Rec-.cmtr,2023.04.25-13.45.13-Rec-.cmtr,21.73,23333768456,2023-11-14 07:21:00,L:
O:\20250402_Rd\2025.04.02-13.36.42-Rec-.cmtr,2025.04.02-13.36.42-Rec-.cmtr,21.71,23307551208,2025-04-23 10:06:40,O:
L:\20230627_MeCP2\2023.06.27-10.45.54-Rec-.cmtr,2023.06.27-10.45.54-Rec-.cmtr,21.65,23241457288,2023-07-14 12:46:57,L:
Q:\20240625_Mibefradil\20240625_15day\2024.06.25-15.31.05-Rec-.cmtr,2024.06.25-15.31.05-Rec-.cmtr,21.62,23213680028,2024-07-02 20:47:16,Q:
R:\20250219\set6\2025.02.19-11.25.10-Rec-.cmtr,2025.02.19-11.25.10-Rec-.cmtr,21.6,23195674036,2025-05-07 05:39:18,R:
O:\20250402_Rd\2025.04.02-12.34.22-Rec-.cmtr,2025.04.02-12.34.22-Rec-.cmtr,21.58,23174918036,2025-04-25 20:58:58,O:
O:\20250327_Rd\2025.03.27-13.55.30-Rec-.cmtr,2025.03.27-13.55.30-Rec-.cmtr,21.57,23164889716,2025-03-30 03:18:54,O:
O:\20250327_Rd\set8\2025.03.27-13.55.30-Rec-.cmtr,2025.03.27-13.55.30-Rec-.cmtr,21.57,23164889716,2025-03-30 03:18:54,O:
Q:\20240411\2024.04.11-13.33.55-Rec-.cmtr,2024.04.11-13.33.55-Rec-.cmtr,21.53,23113229128,2024-04-20 03:32:17,Q:
P:\20251203_gly\before_gly\2025.12.03-14.24.20-Rec-.cmtr,2025.12.03-14.24.20-Rec-.cmtr,21.5,23089691564,2025-12-09 15:11:44,P:
O:\20250916_gaba_gly\before_gaba_gly\2025.09.16-11.01.56-Rec-.cmtr,2025.09.16-11.01.56-Rec-.cmtr,21.44,23017109104,2025-09-19 01:21:25,O:
R:\20250214_JHU\2025.02.14-11.19.56-Rec-.cmtr,2025.02.14-11.19.56-Rec-.cmtr,21.41,22987176600,2025-02-15 13:54:24,R:
M:\JHU2025_data_backup_to_be_deleted\20250214_JHU\2025.02.14-11.19.56-Rec-.cmtr,2025.02.14-11.19.56-Rec-.cmtr,21.41,22987176600,2025-02-15 13:54:24,M:
O:\20251001_HttrB_agonist\2025.10.01-13.07.47-Rec-.cmtr,2025.10.01-13.07.47-Rec-.cmtr,21.4,22977484784,2025-10-05 08:14:01,O:
P:\20251203_gly\gly\2025.12.03-14.48.01-Rec-.cmtr,2025.12.03-14.48.01-Rec-.cmtr,21.29,22860800688,2025-12-10 02:58:23,P:
Q:\20240611\2024.06.11-10.28.28-Rec-.cmtr,2024.06.11-10.28.28-Rec-.cmtr,21.28,22850595836,2024-06-16 20:19:20,Q:
P:\20251007_low_glucose_control\2025.10.07-14.07.13-Rec-.cmtr,2025.10.07-14.07.13-Rec-.cmtr,21.28,22847159068,2025-10-11 20:02:47,P:
R:\20250214_JHU\2025.02.14-15.46.49-Rec-.cmtr,2025.02.14-15.46.49-Rec-.cmtr,21.27,22835719932,2025-02-26 22:01:50,R:
M:\JHU2025_data_backup_to_be_deleted\20250214_JHU\2025.02.14-15.46.49-Rec-.cmtr,2025.02.14-15.46.49-Rec-.cmtr,21.27,22835719932,2025-02-26 22:01:50,M:
Q:\20240325\2024.03.25-12.36.27-Rec-.cmtr,2024.03.25-12.36.27-Rec-.cmtr,21.22,22785438672,2024-03-27 05:22:25,Q:
Q:\20240301\2024.03.01-13.48.58-Rec-.cmtr,2024.03.01-13.48.58-Rec-.cmtr,21.15,22714688876,2024-03-09 14:06:20,Q:
P:\20251119_gaba\before_gaba\2025.11.19-09.48.02-Rec-.cmtr,2025.11.19-09.48.02-Rec-.cmtr,21.15,22710587672,2025-11-23 03:51:42,P:
L:\20230810_Vglu\2023.08.10-11.24.06-Rec-.cmtr,2023.08.10-11.24.06-Rec-.cmtr,20.98,22532067132,2023-09-04 07:59:01,L:
P:\20251113_gaba\before_gaba\2025.11.13-14.03.43-Rec-.cmtr,2025.11.13-14.03.43-Rec-.cmtr,20.89,22431580804,2025-11-19 17:54:53,P:
R:\20240913\2024.09.13-12.20.10-Rec-.cmtr,2024.09.13-12.20.10-Rec-.cmtr,20.75,22278545420,2024-09-18 06:22:10,R:
M:\20240117_protocol_test\2024.01.17-12.40.39-Rec-.cmtr,2024.01.17-12.40.39-Rec-.cmtr,20.72,22248647336,2024-01-23 06:50:10,M:
P:\20251118_gaba\before_gaba\2025.11.18-15.44.31-Rec-.cmtr,2025.11.18-15.44.31-Rec-.cmtr,20.7,22230994872,2025-11-21 19:38:00,P:
O:\20251001_HttrB_agonist\2025.10.01-16.41.54-Rec-.cmtr,2025.10.01-16.41.54-Rec-.cmtr,20.61,22134262028,2025-11-04 04:05:58,O:
O:\20250905_gaba_gly\before_gaba_gly\2025.09.05-13.22.57-Rec-.cmtr,2025.09.05-13.22.57-Rec-.cmtr,20.61,22128564348,2025-09-08 07:42:37,O:
P:\20251124_gaba\before_gaba\2025.11.24-13.31.49-Rec-.cmtr,2025.11.24-13.31.49-Rec-.cmtr,20.56,22076801036,2025-12-05 20:59:52,P:
M:\20240117_protocol_test\2024.01.17-12.29.38-Rec-.cmtr,2024.01.17-12.29.38-Rec-.cmtr,20.36,21864418796,2024-01-19 21:46:21,M:
L:\20221018\2022.10.18-12.22.39-Rec-.cmtr,2022.10.18-12.22.39-Rec-.cmtr,20.35,21854557240,2022-10-30 17:18:36,L:
M:\20231026_WT\2023.10.26-10.19.41-Rec-.cmtr,2023.10.26-10.19.41-Rec-.cmtr,20.3,21794073340,2023-11-15 03:37:26,M:
O:\20250520_image\2025.05.20-12.52.27-Rec-.cmtr,2025.05.20-12.52.27-Rec-.cmtr,20.28,21777868488,2025-05-27 18:57:06,O:
R:\20250114_Rd\2025.01.14-12.48.17-Rec-.cmtr,2025.01.14-12.48.17-Rec-.cmtr,20.19,21675528812,2025-01-15 20:12:54,R:
L:\20230627_MeCP2\2023.06.27-16.48.54-Rec-.cmtr,2023.06.27-16.48.54-Rec-.cmtr,20.18,21673362716,2023-07-15 11:33:20,L:
M:\20240216_protocol_test\2024.02.16-14.33.14-Rec-.cmtr,2024.02.16-14.33.14-Rec-.cmtr,20.04,21519524544,2024-02-25 23:55:22,M:
P:\20251009_low_glucose_control_AMES\2025.10.09-14.48.09-Rec-.cmtr,2025.10.09-14.48.09-Rec-.cmtr,20.01,21481524392,2025-10-20 23:48:56,P:
R:\20250214_JHU\2025.02.14-16.55.49-Rec-.cmtr,2025.02.14-16.55.49-Rec-.cmtr,19.97,21444489212,2025-03-07 11:52:42,R:
M:\JHU2025_data_backup_to_be_deleted\20250214_JHU\2025.02.14-16.55.49-Rec-.cmtr,2025.02.14-16.55.49-Rec-.cmtr,19.97,21444489212,2025-03-07 11:52:42,M:
Q:\20240419\2024.04.19-14.05.09-Rec-.cmtr,2024.04.19-14.05.09-Rec-.cmtr,19.86,21323964664,2024-04-29 20:57:46,Q:
Q:\ipRGC_missing\2024.06.11-09.14.36-Rec-.cmtr,2024.06.11-09.14.36-Rec-.cmtr,19.85,21314307604,2024-06-14 06:56:38,Q:
Q:\20240530\set6\2024.05.30-12.25.18-Rec-.cmtr,2024.05.30-12.25.18-Rec-.cmtr,19.79,21248029400,2024-06-03 12:05:46,Q:
P:\20251106_gaba\before_gaba\2025.11.06-15.10.49-Rec-.cmtr,2025.11.06-15.10.49-Rec-.cmtr,19.79,21246376136,2025-11-13 20:37:24,P:
Q:\20240522\2024.05.22-12.43.26-Rec-.cmtr,2024.05.22-12.43.26-Rec-.cmtr,19.78,21235503492,2024-05-28 18:37:20,Q:
O:\20250904_gaba_gly\gaba_gly\2025.09.04-15.29.27-Rec-.cmtr,2025.09.04-15.29.27-Rec-.cmtr,19.77,21229608080,2025-09-05 00:47:07,O:
M:\20231031_Rd\2023.10.31-15.46.07-Rec-.cmtr,2023.10.31-15.46.07-Rec-.cmtr,19.76,21216302104,2023-11-07 09:41:01,M:
O:\20250422\2025.04.22-11.01.20-Rec-.cmtr,2025.04.22-11.01.20-Rec-.cmtr,19.71,21168296488,2025-07-02 22:23:51,O:
P:\20251124_gaba\gaba\2025.11.24-13.55.38-Rec-.cmtr,2025.11.24-13.55.38-Rec-.cmtr,19.66,21114650684,2025-12-05 03:14:42,P:
Q:\20230531_REST_WT\2023.05.31-13.31.16-Rec-.cmtr,2023.05.31-13.31.16-Rec-.cmtr,19.57,21011997512,2023-06-05 08:49:57,Q:
P:\20251204_gly\2025.12.04-11.59.15-Rec-.cmtr,2025.12.04-11.59.15-Rec-.cmtr,19.55,20994425696,2025-12-12 13:47:30,P:
R:\20250319_Fu\2025.03.19-14.24.28-Rec-.cmtr,2025.03.19-14.24.28-Rec-.cmtr,19.53,20970106984,2025-04-10 23:44:34,R:
R:\20250115_Rd\set8_1\2025.01.15-10.52.41-Rec-.cmtr,2025.01.15-10.52.41-Rec-.cmtr,19.51,20944975484,2025-01-22 22:59:15,R:
Q:\20240604\2024.06.04-14.37.14-Rec-.cmtr,2024.06.04-14.37.14-Rec-.cmtr,19.48,20919226240,2024-06-09 19:18:10,Q:
R:\20250214_JHU\2025.02.14-16.38.56-Rec-.cmtr,2025.02.14-16.38.56-Rec-.cmtr,19.46,20900051424,2025-03-06 13:48:19,R:
M:\JHU2025_data_backup_to_be_deleted\20250214_JHU\2025.02.14-16.38.56-Rec-.cmtr,2025.02.14-16.38.56-Rec-.cmtr,19.46,20900051424,2025-03-06 13:48:19,M:
Q:\20240403\2024.04.03-13.26.54-Rec-.cmtr,2024.04.03-13.26.54-Rec-.cmtr,19.43,20861847504,2024-04-16 17:52:42,Q:
R:\20250214_JHU\2025.02.14-12.03.35-Rec-.cmtr,2025.02.14-12.03.35-Rec-.cmtr,19.42,20856523328,2025-02-18 19:51:56,R:
M:\JHU2025_data_backup_to_be_deleted\20250214_JHU\2025.02.14-12.03.35-Rec-.cmtr,2025.02.14-12.03.35-Rec-.cmtr,19.42,20856523328,2025-02-18 19:51:56,M:
L:\20230629_Diabetic\2023.06.29-16.29.16-Rec-.cmtr,2023.06.29-16.29.16-Rec-.cmtr,19.37,20797319024,2023-07-10 02:35:33,L:
O:\20250904_gaba_gly\before_gaba_gly\2025.09.04-15.04.57-Rec-.cmtr,2025.09.04-15.04.57-Rec-.cmtr,19.3,20727745460,2025-09-05 17:34:14,O:
R:\20240906\2024.09.06-14.22.12-Rec-.cmtr,2024.09.06-14.22.12-Rec-.cmtr,19.3,20723528368,2024-09-09 05:28:02,R:
R:\20250214_JHU\2025.02.14-10.48.34-Rec-.cmtr,2025.02.14-10.48.34-Rec-.cmtr,19.23,20647304924,2025-02-16 22:11:56,R:
M:\JHU2025_data_backup_to_be_deleted\20250214_JHU\2025.02.14-10.48.34-Rec-.cmtr,2025.02.14-10.48.34-Rec-.cmtr,19.23,20647304924,2025-02-16 22:11:56,M:
L:\20230621_FAD\2023.06.21-12.36.30-Rec-.cmtr,2023.06.21-12.36.30-Rec-.cmtr,19.2,20615250708,2023-07-03 01:35:06,L:
L:\20230811_NIH_tripleKO\2023.08.11-12.35.12-Rec-.cmtr,2023.08.11-12.35.12-Rec-.cmtr,19.13,20538108108,2023-08-17 23:04:25,L:
O:\20250911_gaba_gly\gaba_gly\2025.09.11-10.05.26-Rec-.cmtr,2025.09.11-10.05.26-Rec-.cmtr,19.07,20471731508,2025-09-12 10:46:16,O:
R:\20240814_ipRGC\2024.08.14-11.33.08-Rec-.cmtr,2024.08.14-11.33.08-Rec-.cmtr,19.03,20437980220,2024-08-15 21:16:46,R:
R:\20250114_Rd\2025.01.14-15.30.40-Rec-.cmtr,2025.01.14-15.30.40-Rec-.cmtr,19.0,20398271164,2025-01-17 02:56:46,R:
O:\20250912_gaba_gly\gaba_gly\2025.09.12-10.13.33-Rec-.cmtr,2025.09.12-10.13.33-Rec-.cmtr,18.97,20374132692,2025-09-16 04:57:10,O:
R:\20250219\natural scene\2025.02.19-14.08.56-Rec-.cmtr,2025.02.19-14.08.56-Rec-.cmtr,18.94,20334240284,2025-05-04 07:59:13,R:
O:\20251001_HttrB_agonist\set6_a\2025.10.01-13.49.48-Rec-.cmtr,2025.10.01-13.49.48-Rec-.cmtr,18.92,20312471304,2025-10-05 02:10:54,O:
R:\20250214_JHU\2025.02.14-14.00.00-Rec-.cmtr,2025.02.14-14.00.00-Rec-.cmtr,18.86,20250717296,2025-03-06 20:49:38,R:
M:\JHU2025_data_backup_to_be_deleted\20250214_JHU\2025.02.14-14.00.00-Rec-.cmtr,2025.02.14-14.00.00-Rec-.cmtr,18.86,20250717296,2025-03-06 20:49:38,M:
R:\20241217_MFA\2024.12.17-12.45.07-Rec-.cmtr,2024.12.17-12.45.07-Rec-.cmtr,18.82,20212371896,2024-12-21 09:50:38,R:
L:\20230810_Vglu\2023.08.10-10.55.46-Rec-.cmtr,2023.08.10-10.55.46-Rec-.cmtr,18.82,20203332020,2023-08-17 10:24:14,L:
Q:\20240405\2024.04.05-11.44.19-Rec-.cmtr,2024.04.05-11.44.19-Rec-.cmtr,18.81,20201210196,2024-04-17 22:18:40,Q:
L:\20230627_MeCP2\2023.06.27-14.48.30-Rec-.cmtr,2023.06.27-14.48.30-Rec-.cmtr,18.8,20185291468,2023-07-14 14:30:55,L:
O:\20250904_gaba_gly\before_gaba_gly\2025.09.04-10.11.09-Rec-.cmtr,2025.09.04-10.11.09-Rec-.cmtr,18.76,20143805568,2025-09-09 04:06:02,O:
R:\20250129_Rd\set6_without_ipRGC\2025.01.29-15.04.53-Rec-.cmtr,2025.01.29-15.04.53-Rec-.cmtr,18.75,20131177808,2025-02-05 19:35:49,R:
R:\20250115_Rd\set8_1\2025.01.15-10.09.24-Rec-.cmtr,2025.01.15-10.09.24-Rec-.cmtr,18.74,20116972056,2025-01-22 11:12:34,R:
