Manual az,File_name,Dur(Sec),DOB,Sex,Genotype,Experimenter,Quality (1-5),Condition,Chip,Bad_lanes,Note,Center_xy,event_check,harp,LP,Sorted,Perfuse Time,Euth Time,Pictrure,LP EST,Date,Time,Age,Simulation,Hour,File location,Note2,Check FN,Since PT,Since ET,Events,Note3,AI_Count,File_Location,Step_Check,event per min,Max_Count/sec,Max/min/mm2,Stim_Type,Sorted_Cell_Num,Sheet Name
12.1,2023.05.05.11.58.16.Rec.cmcr,701.1,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, play_all_simple(first 7)",4140,"45, 48, 50",23,,,,,,10:35:00,10:10:00,,,,,,,,,,,,,,,,,,,,,,23,Data_2023
,2023.05.05.12.10.36.Rec.cmcr,635.7,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, dense_noise_long",4140,"45, 48, 50",14,,,,,,10:35:00,10:10:00,,,,11:58:16,-44943,TRUE,11,,,#VALUE!,,,,,,,,,,,,14,Data_2023
12.21,2023.05.05.12.21.13.Rec.cmcr,521.5,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, rip_it_up_zoomout",4140,"45, 48, 50",20,,,,,,10:35:00,10:10:00,,,,12:10:36,-44943,TRUE,12,,,FALSE,,,,,,,TRUE,,,,,20,Data_2023
12.3,2023.05.05.12.30.09.Rec.cmcr,131.2,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, step, 1s, 10s interval",4140,"45, 48, 50",19,,,,,,10:35:00,10:10:00,,,,12:21:13,-44943,TRUE,12,,,FALSE,,,,,,,TRUE,,,,,19,Data_2023
13.32,2023.05.05.12.32.21.Rec.cmcr,506.1,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, play_all_simple(first 7)",4140,"45, 48, 50",19,,,,,,10:35:00,10:10:00,,,,12:30:9,-44943,TRUE,12,,,FALSE,,,,,,,FALSE,,,,,19,Data_2023
12.4,2023.05.05.12.40.48.Rec.cmcr,630.1,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, dense_noise_long",4140,"45, 48, 50",16,,,,,,10:35:00,10:10:00,,,,12:32:21,-44943,TRUE,12,,,FALSE,,,,,,,TRUE,,,,,16,Data_2023
,2023.05.05.12.51.19.Rec.cmcr,395.8,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, rip_it_up_zoomout",4140,"45, 48, 50",20,,,,,,10:35:00,10:10:00,,,,12:40:48,-44943,TRUE,12,,,#VALUE!,,,,,,,,,,,,20,Data_2023
,2023.05.05.12.58.40.Rec.cmcr,131.7,1/17/2023,M,Olfm1 KO,,5,"light, 1 filter, step, 1s, 10s interval",4140,"45, 48, 50",24,,,,,,10:35:00,10:10:00,,,,12:51:19,-44943,TRUE,12,,,#VALUE!,,,,,,,,,,,,24,Data_2023
,2023.05.05.13.09.32.Rec.cmcr,125.5,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, step, 1s, 10s interval",4221,"28, 38, 45, 50, 60",26,,,,,,13:00:00,10:10:00,,,,12:58:40,-44943,TRUE,12,,,#VALUE!,,,,,,,,,,,,26,Data_2023
,2023.05.05.13.11.51.Rec.cmcr,671.7,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, play_all_simple(first 7)",4221,"28, 38, 45, 50, 60",64,,,,,,13:00:00,10:10:00,,,,13:9:32,-44943,TRUE,13,,,#VALUE!,,,,,,,,,,,,64,Data_2023
,2023.05.05.13.23.04.Rec.cmcr,630.8,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, dense_noise_long",4221,"28, 38, 45, 50, 60",79,,,,,,13:00:00,10:10:00,,,,13:11:51,-44943,TRUE,13,,,#VALUE!,,,,,,,,,,,,79,Data_2023
,2023.05.05.13.33.35.Rec.cmcr,393.3,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, rip_it_up_zoomout",4221,"28, 38, 45, 50, 60",77,,,,,,13:00:00,10:10:00,,,,13:23:4,-44943,TRUE,13,,,#VALUE!,,,,,,,,,,,,77,Data_2023
13.4,2023.05.05.13.40.43.Rec.cmcr,131.3,1/17/2023,M,Olfm1 KO,,5,"light, 7 filter, step, 1s, 10s interval",4221,"28, 38, 45, 50, 60",71,,,,,,13:00:00,10:10:00,,,,13:33:35,-44943,TRUE,13,,,FALSE,,,,,,,,,,,,71,Data_2023
13.44,2023.05.05.13.44.02.Rec.cmcr,127.7,1/17/2023,M,Olfm1 KO,,5,"light, 6 filter, step, 1s, 10s interval",4221,"28, 38, 45, 50, 60",70,,,,,,13:00:00,10:10:00,,,,13:40:43,-44943,TRUE,13,,,FALSE,,,,,,,TRUE,,,,,70,Data_2023
13.54,2023.05.05.13.54.44.Rec.cmcr,670.7,1/17/2023,M,Olfm1 KO,,5,"light, 6 filter, play_all_simple(first 7)",4221,"28, 38, 45, 50, 60",40,,,,,,13:00:00,10:10:00,,,,13:44:2,-44943,TRUE,13,,,FALSE,,,,,,,FALSE,,,,,40,Data_2023
14.06,2023.05.05.14.06.23.Rec.cmcr,132.5,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, step, 1s, 10s interval",4221,"28, 38, 45, 50, 60",75,,,,,,13:00:00,10:10:00,,,,13:54:44,-44943,TRUE,13,,,FALSE,,,,,,,TRUE,,,,,75,Data_2023
14.08,2023.05.05.14.08.40.Rec.cmcr,696.9,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, play_all_simple(first 7)",4221,"28, 38, 45, 50, 60",75,,,,,,13:00:00,10:10:00,,,,14:6:23,-44943,TRUE,14,,,FALSE,,,,,,,FALSE,,,,,75,Data_2023
14.2,2023.05.05.14.20.19.Rec.cmcr,648.6,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, dense_noise_long",4221,"28, 38, 45, 50, 60",66,,,,,,13:00:00,10:10:00,,,,14:8:40,-44943,TRUE,14,,,FALSE,,,,,,,,,,,,66,Data_2023
,2023.05.05.14.31.17.Rec.cmcr,443.5,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, dense_noise_long",4221,"28, 38, 45, 50, 60",,,,,,,13:00:00,10:10:00,,,,14:20:19,-44943,TRUE,14,,,#VALUE!,,,,,,,,,,,,,Data_2023
,2023.05.05.14.42.09.Rec.cmcr,408.2,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, rip_it_up_zoomout",4221,"28, 38, 45, 50, 60",62,,,,,,13:00:00,10:10:00,,,,14:31:17,-44943,TRUE,14,,,#VALUE!,,,,,,,,,,,,62,Data_2023
,2023.05.05.14.50.16.Rec.cmcr,130.4,1/17/2023,M,Olfm1 KO,,5,"light, 1 filter, step, 1s, 10s interval",4221,"28, 38, 45, 50, 60",49,,,,,,13:00:00,10:10:00,,,,14:42:9,-44943,TRUE,14,,,#VALUE!,,,,,,,,,,,,49,Data_2023
10.31,2023.05.23.10.31.36.Rec.cmcr,135.1,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, step, 1s, 10s interval",4141,"36, 45",,,,,,,10:20:00,10:00:00,,,,14:50:16,-44943,TRUE,14,,,FALSE,,,,,,,,,,,,,Data_2023
,2023.05.23.10.33.52.Rec.cmcr,134,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, step, 1s, 10s interval",4141,"36, 45",,,,,,,10:20:00,10:00:00,,,,10:33:52,-44943,TRUE,10,,,#VALUE!,,,,,,,,,,,,,Data_2023
10.36,2023.05.23.10.36.11.Rec.cmcr,839.3,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, play_all_simple(first 7)",4141,"36, 45",,,,,,,10:20:00,10:00:00,,,,10:36:11,-44943,TRUE,10,,,TRUE,,,,,,,,,,,,,Data_2023
10.5,2023.05.23.10.50.42.Rec.cmcr,651.2,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, dense_noise_long",4141,"36, 45",,,,,,,10:20:00,10:00:00,,,,10:50:42,-44943,TRUE,10,,,TRUE,,,,,,,TRUE,,,,,,Data_2023
,2023.05.23.11.03.54.Rec.cmcr,538.8,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, rip_it_up_zoomout",4141,"36, 45",,,,,,,10:20:00,10:00:00,,,,11:3:54,-44943,TRUE,11,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2023
,2023.05.23.11.13.39.Rec.cmcr,144.3,1/17/2023,M,Olfm1 KO,,5,"light, 6 filter, step, 1s, 10s interval",4141,"36, 45",,,,,,,10:20:00,10:00:00,,,,11:13:39,-44943,TRUE,11,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2023
,2023.05.23.11.16.38.Rec.cmcr,680.4,1/17/2023,M,Olfm1 KO,,5,"light, 6 filter, play_all_simple(first 7)",4141,"36, 45",,,,,,,10:20:00,10:00:00,,,,11:16:38,-44943,TRUE,11,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2023
11.29,2023.05.23.11.29.07.Rec.cmcr,693.5,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, play_all_simple(first 7)",4141,"36, 45",,,,,,,10:20:00,10:00:00,,,,11:29:7,-44943,TRUE,11,,,TRUE,,,,,,,,,,,,,Data_2023
,2023.05.23.11.41.38.Rec.cmcr,150.8,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, step, 1s, 10s interval",4141,"36, 45",,,,,,,10:20:00,10:00:00,,,,11:41:38,-44943,TRUE,11,,,#VALUE!,,,,,,,,,,,,,Data_2023
,2023.05.23.12.23.40.Rec.cmcr,154.8,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, step, 1s, 10s interval",4140,"18, 28, 38, 45",,,,,,,12:10:00,10:00:00,,,,12:23:40,-44943,TRUE,12,,,#VALUE!,,,,,,,,,,,,,Data_2023
,2023.05.23.12.26.19.Rec.cmcr,147.7,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, step, 1s, 10s interval",4140,"18, 28, 38, 45",,,,,,,12:10:00,10:00:00,,,,12:26:19,-44943,TRUE,12,,,#VALUE!,,,,,,,,,,,,,Data_2023
,2023.05.23.12.30.06.Rec.cmcr,669.6,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, play_all_simple(first 7)",4140,"18, 28, 38, 45",,,,,,,12:10:00,10:00:00,,,,12:30:6,-44943,TRUE,12,,,#VALUE!,,,,,,,,,,,,,Data_2023
,2023.05.23.12.41.40.Rec.cmcr,642.4,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, dense_noise_long",4140,"18, 28, 38, 45",,,,,,,12:10:00,10:00:00,,,,12:41:40,-44943,TRUE,12,,,#VALUE!,,,,,,,,,,,,,Data_2023
,2023.05.23.12.52.42.Rec.cmcr,529,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, rip_it_up_zoomout?",4140,"18, 28, 38, 45",,,,,,,12:10:00,10:00:00,,,,12:52:42,-44943,TRUE,12,,,#VALUE!,,,,,,,,,,,,,Data_2023
,2023.05.23.13.02.04.Rec.cmcr,134.2,1/17/2023,M,Olfm1 KO,,5,"light, 6 filter, step, 1s, 10s interval",4140,"18, 28, 38, 45",,,,,,,12:10:00,10:00:00,,,,13:2:4,-44943,TRUE,13,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2023
13.04,2023.05.23.13.04.58.Rec.cmcr,671.7,1/17/2023,M,Olfm1 KO,,5,"light, 6 filter, play_all_simple(first 7)",4140,"18, 28, 38, 45",,,,,,,12:10:00,10:00:00,,,,13:4:58,-44943,TRUE,13,,,TRUE,,,,,,,TRUE,,,,,,Data_2023
,2023.05.23.13.17.20.Rec.cmcr,704,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, play_all_simple(first 7)",4140,"18, 28, 38, 45",,,,,,,12:10:00,10:00:00,,,,13:17:20,-44943,TRUE,13,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2023
13.29,2023.05.23.13.29.15.Rec.cmcr,384.7,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, step, 1s, 10s interval ?",4140,"18, 28, 38, 45",,,,,,,12:10:00,10:00:00,,,,13:29:15,-44943,TRUE,13,,,TRUE,,,,,,,TRUE,,,,,,Data_2023
,2023.05.23.13.35.43.Rec.cmcr,132.2,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, step, 1s, 10s interval",4140,"18, 28, 38, 45",,,,,,,12:10:00,10:00:00,,,,13:35:43,-44943,TRUE,13,,,#VALUE!,,,,,,,,,,,,,Data_2023
,2023.05.23.13.38.29.Rec.cmcr,663.3,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, dense_noise_long",4140,"18, 28, 38, 45",,,,,,,12:10:00,10:00:00,,,,13:38:29,-44943,TRUE,13,,,#VALUE!,,,,,,,,,,,,,Data_2023
14.05,2023.05.23.14.05.52.Rec.cmcr,134.1,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, step, 1s, 10s interval",4121,"38, 45, 50",,,,,,,14:10:00,10:00:00,,,,14:5:52,-44943,TRUE,14,,,TRUE,,,,,,,,,,,,,Data_2023
14.08,2023.05.23.14.08.46.Rec.cmcr,671.3,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, play_all_simple(first 7)",4121,"38, 45, 50",,,,,,,14:10:00,10:00:00,,,,14:8:46,-44943,TRUE,14,,,TRUE,,,,,,,,,,,,,Data_2023
14.2,2023.05.23.14.20.52.Rec.cmcr,627.6,1/17/2023,M,Olfm1 KO,,5,"light, 5 filter, dense_noise_long",4121,"38, 45, 50",,,,,,,14:10:00,10:00:00,,,,14:20:52,-44943,TRUE,14,,,TRUE,,,,,,,,,,,,,Data_2023
14.32,2023.05.23.14.32.01.Rec.cmcr,565.2,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, play_all_simple(first 7)",4121,"38, 45, 50",,,,,,,14:10:00,10:00:00,,,,14:32:1,-44943,TRUE,14,,,TRUE,,,,,,,,,,,,,Data_2023
,2023.05.23.14.41.56.Rec.cmcr,136.3,1/17/2023,M,Olfm1 KO,,5,"light, 3 filter, step, 1s, 10s interval",4121,"38, 45, 50",,,,,,,14:10:00,10:00:00,,,,14:41:56,-44943,TRUE,14,,,#VALUE!,,,,,,,,,,,,,Data_2023
10.5,2023.05.26.10.50.50.Rec.cmcr,600,,, REST_KO,,5,dark,4140,"10, 18, 28, 30, 36, 48",Mouse from Dr. Mao,,,,,,10:35:00,10:00:00,,,,10:50:50,0,FALSE,10,,,TRUE,,,,,,,FALSE,,,,,,Data_2023
11.04,2023.05.26.11.04.39.Rec.cmcr,600,,, REST_KO,,5,dark,4140,"10, 18, 28, 30, 36, 48",,,,,,,10:35:00,10:00:00,,,,11:4:39,0,FALSE,11,,,TRUE,,,,,,,FALSE,,,,,,Data_2023
,2023.05.26.11.14.40.Rec.cmcr,600,,, REST_KO,,5,dark,4140,"10, 18, 28, 30, 36, 48",,,,,,,10:35:00,10:00:00,,,,11:14:40,0,FALSE,11,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2023
,2023.05.26.11.24.41.Rec.cmcr,600,,, REST_KO,,5,dark,4140,"10, 18, 28, 30, 36, 48",,,,,,,10:35:00,10:00:00,,,,11:24:41,0,FALSE,11,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2023
,2023.05.26.11.34.45.Rec.cmcr,136.9,,, REST_KO,,5,"light, 5 filter, step, 1s, 10s interval",4140,"10, 18, 28, 30, 36, 48",,,,,,,10:35:00,10:00:00,,,,11:34:45,0,TRUE,11,,,#VALUE!,,,,,,,,,,,,,Data_2023
,2023.05.26.11.37.08.Rec.cmcr,505.1,,, REST_KO,,5,"light, 5 filter, play_all_simple(first 7)",4140,"10, 18, 28, 30, 36, 48",,,,,,,10:35:00,10:00:00,,,,11:37:8,0,TRUE,11,,,#VALUE!,,,,,,,,,,,,,Data_2023
10.56,2023.05.26.11.56.25.Rec.cmcr,150,,, REST_KO,,5,dark,4122,"28, 39, 45, 47, 50",,,,,,,11:46:00,10:00:00,,,,11:56:25,0,FALSE,11,,,TRUE,,,,,,,,,,,,,Data_2023
12.06,2023.05.26.12.06.05.Rec.cmcr,150,,, REST_KO,,5,dark,4122,"28, 39, 45, 47, 50",,,,,,,11:46:00,10:00:00,,,,12:6:5,0,FALSE,12,,,TRUE,,,,,,,,,,,,,Data_2023
1216,2023.05.26.12.16.00.Rec.cmcr,300,,, REST_KO,,5,dark,4122,"28, 39, 45, 47, 50",,,,,,,11:46:00,10:00:00,,,,12:16:0,0,FALSE,12,,,#REF!,,,,,,,,,,,,,Data_2023
12.26,2023.05.26.12.26.01.Rec.cmcr,300,,, REST_KO,,5,dark,4122,"28, 39, 45, 47, 50",,,,,,,11:46:00,10:00:00,,,,12:26:1,0,FALSE,12,,,TRUE,,,,,,,,,,,,,Data_2023
12.36,2023.05.26.12.36.02.Rec.cmcr,300,,, REST_KO,,5,dark,4122,"28, 39, 45, 47, 50",,,,,,,11:46:00,10:00:00,,,,12:36:2,0,FALSE,12,,,TRUE,,,,,,,,,,,,,Data_2023
12.46,2023.05.26.12.46.06.Rec.cmcr,79.75,,, REST_KO,,5,"light, 5 filter, step, 1s, 10s interval",4122,"28, 39, 45, 47, 50",,,,,,,11:46:00,10:00:00,,,,12:46:6,0,TRUE,12,,,TRUE,,,,,,,TRUE,,,,,,Data_2023
12.49,2023.05.26.12.49.12.Rec.cmcr,337.2,,, REST_KO,,5,"light, 5 filter, play_all_simple(first 7)",4122,"28, 39, 45, 47, 50",,,,,,,11:46:00,10:00:00,,,,12:49:12,0,TRUE,12,,,TRUE,,,,,,,FALSE,,,,,,Data_2023
13:00,2023.05.26.13.00.30.Rec.cmcr,314.5,,, REST_KO,,5,"light, 5 filter, dense_noise_long",4122,"28, 39, 45, 47, 50",,,,,,,11:46:00,10:00:00,,,,13:0:30,0,TRUE,13,,,#REF!,,,,,,,TRUE,,,,,,Data_2023
13.11,2023.05.26.13.11.01.Rec.cmcr,267.3,,, REST_KO,,5,"light, 5 filter, rip_it_up_zoomout",4141,"12, 28, 45, 50",,,,,,,13:21:00,10:00:00,,,,13:11:1,0,TRUE,13,,,TRUE,,,,,,,TRUE,,,,,,Data_2023
13.3,2023.05.26.13.30.47.Rec.cmcr,150,,, REST_KO,,5,dark,4141,"12, 28, 45, 50",,,,,,,13:21:00,10:00:00,,,,13:30:47,0,FALSE,13,,,TRUE,,,,,,,,,,,,,Data_2023
13.4,2023.05.26.13.40.13.Rec.cmcr,150,,, REST_KO,,5,dark,4141,"12, 28, 45, 50",,,,,,,13:21:00,10:00:00,,,,13:40:13,0,FALSE,13,,,TRUE,,,,,,,,,,,,,Data_2023
13.5,2023.05.26.13.50.08.Rec.cmcr,300,,, REST_KO,,5,dark,4141,"12, 28, 45, 50",,,,,,,13:21:00,10:00:00,,,,13:50:8,0,FALSE,13,,,TRUE,,,,,,,,,,,,,Data_2023
14.0,2023.05.26.14.00.42.Rec.cmcr,300,,, REST_KO,,5,dark,4141,"12, 28, 45, 50",big slow recover peak,,,,,,13:21:00,10:00:00,,,,14:0:42,0,FALSE,14,,,TRUE,,,,,,,,,,,,,Data_2023
14.1,2023.05.26.14.10.44.Rec.cmcr,300,,, REST_KO,,5,dark,4141,"12, 28, 45, 50",,,,,,,13:21:00,10:00:00,,,,14:10:44,0,FALSE,14,,,TRUE,,,,,,,,,,,,,Data_2023
14.2,2023.05.26.14.20.45.Rec.cmcr,77.35,,, REST_KO,,5,"light, 5 filter, step, 1s, 10s interval",4141,"12, 28, 45, 50",,,,,,,13:21:00,10:00:00,,,,14:20:45,0,TRUE,14,,,TRUE,,,,,,,,,,,,,Data_2023
14.23,2023.05.26.14.23.49.Rec.cmcr,336.8,,, REST_KO,,5,"light, 5 filter, play_all_simple(first 7)",4141,"12, 28, 45, 50",,,,,,,13:21:00,10:00:00,,,,14:23:49,0,TRUE,14,,,TRUE,,,,,,,,,,,,,Data_2023
14.44,2023.05.26.14.44.40.Rec.cmcr,150,,, REST_KO,,5,dark,4121,"28, 45, 62",,,,,,,14:35:00,10:00:00,,,,14:44:40,0,FALSE,14,,,TRUE,,,,,,,FALSE,,,,,,Data_2023
14.54,2023.05.26.14.54.05.Rec.cmcr,150,,, REST_KO,,5,dark,4121,"28, 45, 62",,,,,,,14:35:00,10:00:00,,,,14:54:5,0,FALSE,14,,,TRUE,,,,,,,FALSE,,,,,,Data_2023
15.03,2023.05.26.15.03.02.Rec.cmcr,150,,, REST_KO,,5,dark,4121,"28, 45, 62",,,,,,,14:35:00,10:00:00,,,,15:3:2,0,FALSE,15,,,TRUE,,,,,,,FALSE,,,,,,Data_2023
15.08,2023.05.26.15.08.08.Rec.cmcr,150,,, REST_KO,,5,dark,4121,"28, 45, 62",,,,,,,14:35:00,10:00:00,,,,15:8:8,0,FALSE,15,,,TRUE,,,,,,,FALSE,,,,,,Data_2023
15.13,2023.05.26.15.13.17.Rec.cmcr,300,,, REST_KO,,5,dark,4121,"28, 45, 62",,,,,,,14:35:00,10:00:00,,,,15:13:17,0,FALSE,15,,,TRUE,,,,,,,,,,,,,Data_2023
15.23,2023.05.26.15.23.18.Rec.cmcr,300,,, REST_KO,,5,dark,4121,"28, 45, 62",,,,,,,14:35:00,10:00:00,,,,15:23:18,0,FALSE,15,,,TRUE,,,,,,,,,,,,,Data_2023
15.33,2023.05.26.15.33.19.Rec.cmcr,300,,, REST_KO,,5,dark,4121,"28, 45, 62",,,,,,,14:35:00,10:00:00,,,,15:33:19,0,FALSE,15,,,TRUE,,,,,,,,,,,,,Data_2023
,2023.05.26.15.43.22.Rec.cmcr,89.45,,, REST_KO,,5,"light, 5 filter, step, 1s, 10s interval",4121,"28, 45, 62",,,,,,,14:35:00,10:00:00,,,,15:43:22,0,TRUE,15,,,#VALUE!,,,,,,,,,,,,,Data_2023
,2023.05.26.15.46.27.Rec.cmcr,334.35,,, REST_KO,,5,"light, 5 filter, play_all_simple(first 7)",4121,"28, 45, 62",,,,,,,14:35:00,10:00:00,,,,15:46:27,0,TRUE,15,,,#VALUE!,,,,,,,,,,,,,Data_2023
15.57,2023.05.26.15.57.40.Rec.cmcr,313.5,,, REST_KO,,5,"light, 5 filter, dense_noise_long",4121,"28, 45, 62",,,,,,,14:35:00,10:00:00,,,,15:57:40,0,TRUE,15,,,TRUE,,,,,,,,,,,,,Data_2023
,2023.05.26.16.08.28.Rec.cmcr,197.75,,, REST_KO,,5,"light, 5 filter, rip_it_up_zoomout",4121,"28, 45, 62",,,,,,,14:35:00,10:00:00,,,,16:8:28,0,TRUE,16,,,#VALUE!,,,,,,,,,,,,,Data_2023
16.25,2023.05.26.16.25.53.Rec.cmcr,150,,, REST_KO,,5,dark,4338,"5, 18, 50",,,,,,,16:15:00,10:00:00,,,,16:25:53,0,FALSE,16,,,TRUE,,,,,,,FALSE,,,,,,Data_2023
16.34,2023.05.26.16.34.17.Rec.cmcr,150,,, REST_KO,,5,dark,4338,"5, 18, 50",,,,,,,16:15:00,10:00:00,,,,16:34:17,0,FALSE,16,,,TRUE,,,,,,,FALSE,,,,,,Data_2023
16.44,2023.05.26.16.44.08.Rec.cmcr,300,,, REST_KO,,5,dark,4338,"5, 18, 50",,,,,,,16:15:00,10:00:00,,,,16:44:8,0,FALSE,16,,,TRUE,,,,,,,FALSE,,,,,,Data_2023
16.54,2023.05.26.16.54.09.Rec.cmcr,300,,, REST_KO,,5,dark,4338,"5, 18, 50",,,,,,,16:15:00,10:00:00,,,,16:54:9,0,FALSE,16,,,TRUE,,,,,,,FALSE,,,,,,Data_2023
15.04,2023.05.26.17.04.10.Rec.cmcr,300,,, REST_KO,,5,dark,4338,"5, 18, 50",,,,,,,16:15:00,10:00:00,,,,17:4:10,0,FALSE,17,,,TRUE,,,,,,,,,,,,,Data_2023
,2023.05.26.17.14.14.Rec.cmcr,59.25,,, REST_KO,,5,"light, 5 filter, step, 1s, 10s interval",4338,"5, 18, 50",,,,,,,16:15:00,10:00:00,,,,17:14:14,0,TRUE,17,,,#VALUE!,,,,,,,,,,,,,Data_2023
,2023.05.26.17.16.28.Rec.cmcr,300,,, REST_KO,,5,"light, 5 filter, play_all_simple(first 7)",4338,"5, 18, 50",,,,,,,16:15:00,10:00:00,,,,17:16:28,0,TRUE,17,,,#VALUE!,,,,,,,,,,,,,Data_2023
,2023.05.26.17.26.29.Rec.cmcr,43.05,,, REST_KO,,5,"light, 5 filter, play_all_simple(first 7)",4338,"5, 18, 50",,,,,,,16:15:00,10:00:00,,,,17:26:29,0,TRUE,17,,,#VALUE!,,,,,,,,,,,,,Data_2023
,2023.05.26.17.28.36.Rec.cmcr,313.6,,, REST_KO,,5,"light, 5 filter, dense_noise_long",4338,"5, 18, 50",,,,,,,16:15:00,10:00:00,,,,17:28:36,0,TRUE,17,,,#VALUE!,,,,,,,,,,,,,Data_2023
10.42,2023.05.31.10.42.56.Rec.cmcr,300,,,REST_WT,,5,dark,4335,"18, 45, 50",Mouse from Dr. Mao,,,,,,10:33:00,10:00:00,,,,10:42:56,0,FALSE,10,,,TRUE,,,,,,,,,,,,,Data_2023
,2023.05.31.10.52.21.Rec.cmcr,300,,,REST_WT,,5,dark,4335,"18, 45, 50",,,,,,,10:33:00,10:00:00,,,,10:52:21,0,FALSE,10,,,#VALUE!,,,,,,,,,,,,,Data_2023
11.02,2023.05.31.11.02.09.Rec.cmcr,600,,,REST_WT,,5,dark,4335,"18, 45, 50",,,,,,,10:33:00,10:00:00,,,,11:2:9,0,FALSE,11,,,TRUE,,,,,,,FALSE,,,,,,Data_2023
11.12,2023.05.31.11.12.10.Rec.cmcr,600,,,REST_WT,,5,dark,4335,"18, 45, 50",,,,,,,10:33:00,10:00:00,,,,11:12:10,0,FALSE,11,,,TRUE,,,,,,,FALSE,,,,,,Data_2023
11.22,2023.05.31.11.22.11.Rec.cmcr,600,,,REST_WT,,5,dark,4335,"18, 45, 50",,,,,,,10:33:00,10:00:00,,,,11:22:11,0,FALSE,11,,,TRUE,,,,,,,FALSE,,,,,,Data_2023
,2023.05.31.11.32.29.Rec.cmcr,130.1,,,REST_WT,,5,"light, 5 filter, step, 1s, 10s interval",4335,"18, 45, 50",,,,,,,10:33:00,10:00:00,,,,11:32:29,0,TRUE,11,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2023
11.34,2023.05.31.11.34.48.Rec.cmcr,670.8,,,REST_WT,,5,"light, 5 filter, play_all_simple(first 7)",4335,"18, 45, 50",,,,,,,10:33:00,10:00:00,,,,11:34:48,0,TRUE,11,,,TRUE,,,,,,,,,,,,,Data_2023
11.47,2023.05.31.11.47.33.Rec.cmcr,647.1,,,REST_WT,,5,"light, 5 filter, dense_noise_long",4335,"18, 45, 50",,,,,,,10:33:00,10:00:00,,,,11:47:33,0,TRUE,11,,,TRUE,,,,,,,,,,,,,Data_2023
12.22,2023.05.31.12.22.32.Rec.cmcr,300,,,REST_WT,,5,dark,4221,"39, 45, 47, 50",,,,,,,12:00:00,10:00:00,,,,12:22:32,0,FALSE,12,,,TRUE,,,,,,,,,,,,,Data_2023
12.28,2023.05.31.12.28.57.Rec.cmcr,300,,,REST_WT,,5,dark,4221,"39, 45, 47, 50",,,,,,,12:00:00,10:00:00,,,,12:28:57,0,FALSE,12,,,TRUE,,,,,,,,,,,,,Data_2023
12.35,2023.05.31.12.35.02.Rec.cmcr,300,,,REST_WT,,5,dark,4221,"39, 45, 47, 50",,,,,,,12:00:00,10:00:00,,,,12:35:2,0,FALSE,12,,,TRUE,,,,,,,,,,,,,Data_2023
12.4,2023.05.31.12.40.21.Rec.cmcr,600,,,REST_WT,,5,dark,4221,"39, 45, 47, 50",,,,,,,12:00:00,10:00:00,,,,12:40:21,0,FALSE,12,,,TRUE,,,,,,,,,,,,,Data_2023
